discipline;points;sit
SMMEI_BG;72,00;winter_2021
SMMEI_BG;67,00;winter_2021
SMMEI_BG;61,00;winter_2021
SMMEI_BG;69,00;winter_2021
SMMEI_BG;63,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;72,50;winter_2021
SMMEI_BG;52,00;winter_2021
SMMEI_BG;46,00;winter_2021
SMMEI_BG;56,00;winter_2021
SMMEI_BG;67,00;winter_2021
SMMEI_BG;63,00;winter_2021
SMMEI_BG;64,00;winter_2021
SMMEI_BG;78,50;winter_2021
SMMEI_BG;68,00;winter_2021
SMMEI_BG;81,50;winter_2021
SMMEI_BG;61,00;winter_2021
SMMEI_BG;51,00;winter_2021
SMMEI_BG;72,00;winter_2021
SMMEI_BG;69,00;winter_2021
SMMEI_BG;74,00;winter_2021
SMMEI_BG;44,00;winter_2021
SMMEI_BG;62,00;winter_2021
SMMEI_BG;52,00;winter_2021
SMMEI_BG;72,00;winter_2021
SMMEI_BG;81,00;winter_2021
SMMEI_BG;73,00;winter_2021
SMMEI_BG;85,50;winter_2021
SMMEI_BG;76,00;winter_2021
SMMEI_BG;63,00;winter_2021
SMMEI_BG;44,00;winter_2021
SMMEI_BG;62,00;winter_2021
SMMEI_BG;72,00;winter_2021
SMMEI_BG;47,00;winter_2021
SMMEI_BG;66,00;winter_2021
SMMEI_BG;78,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;83,50;winter_2021
SMMEI_BG;72,00;winter_2021
SMMEI_BG;68,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;54,00;winter_2021
SMMEI_BG;69,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;85,00;winter_2021
SMMEI_BG;83,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;83,00;winter_2021
SMMEI_BG;91,00;winter_2021
SMMEI_BG;91,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;67,00;winter_2021
SMMEI_BG;62,00;winter_2021
SMMEI_BG;61,00;winter_2021
SMMEI_BG;75,50;winter_2021
SMMEI_BG;54,00;winter_2021
SMMEI_BG;82,50;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;51,00;winter_2021
SMMEI_BG;62,00;winter_2021
SMMEI_BG;55,00;winter_2021
SMMEI_BG;81,00;winter_2021
SMMEI_BG;72,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;67,00;winter_2021
SMMEI_BG;74,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;81,00;winter_2021
SMMEI_BG;76,00;winter_2021
SMMEI_BG;65,00;winter_2021
SMMEI_BG;69,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;61,00;winter_2021
SMMEI_BG;55,00;winter_2021
SMMEI_BG;37,00;winter_2021
SMMEI_BG;45,00;winter_2021
SMMEI_BG;55,00;winter_2021
SMMEI_BG;61,00;winter_2021
SMMEI_BG;61,50;winter_2021
SMMEI_BG;66,00;winter_2021
SMMEI_BG;75,50;winter_2021
SMMEI_BG;34,00;winter_2021
SMMEI_BG;74,00;winter_2021
SMMEI_BG;65,00;winter_2021
SMMEI_BG;72,50;winter_2021
SMMEI_BG;49,00;winter_2021
SMMEI_BG;64,00;winter_2021
SMMEI_BG;53,00;winter_2021
SMMEI_BG;76,00;winter_2021
SMMEI_BG;64,00;winter_2021
SMMEI_BG;71,50;winter_2021
SMMEI_BG;49,00;winter_2021
SMMEI_BG;39,00;winter_2021
SMMEI_BG;57,00;winter_2021
SMMEI_BG;41,00;winter_2021
SMMEI_BG;62,00;winter_2021
SMMEI_BG;52,00;winter_2021
SMMEI_BG;47,00;winter_2021
SMMEI_BG;66,00;winter_2021
SMMEI_BG;77,00;winter_2021
SMMEI_BG;67,00;winter_2021
SMMEI_BG;46,00;winter_2021
SMMEI_BG;42,00;winter_2021
SMMEI_BG;46,00;winter_2021
SMMEI_BG;44,00;winter_2021
SMMEI_BG;66,00;winter_2021
SMMEI_BG;91,00;winter_2021
SMMEI_BG;74,00;winter_2021
SMMEI_BG;91,00;winter_2021
SMMEI_BG;51,00;winter_2021
SMMEI_BG;72,00;winter_2021
SMMEI_BG;74,00;winter_2021
SMMEI_BG;61,00;winter_2021
SMMEI_BG;67,00;winter_2021
SMMEI_BG;53,00;winter_2021
SMMEI_BG;74,50;winter_2021
SMMEI_BG;68,50;winter_2021
SMMEI_BG;49,00;winter_2021
SMMEI_BG;64,00;winter_2021
SMMEI_BG;48,00;winter_2021
SMMEI_BG;61,00;winter_2021
SMMEI_BG;51,00;winter_2021
SMMEI_BG;64,00;winter_2021
SMMEI_BG;71,00;winter_2021
SMMEI_BG;91,00;winter_2021
SMMEI_BG;33,00;winter_2021
SMME II_BG;56,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;84,00;summer_2021
SMME II_BG;85,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;64,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;54,00;summer_2021
SMME II_BG;75,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;56,00;summer_2021
SMME II_BG;38,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME II_BG;37,00;summer_2021
SMME II_BG;38,00;summer_2021
SMME II_BG;43,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;35,00;summer_2021
SMME II_BG;67,00;summer_2021
SMME II_BG;55,00;summer_2021
SMME II_BG;64,00;summer_2021
SMME II_BG;73,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;30,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;37,00;summer_2021
SMME II_BG;23,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;37,00;summer_2021
SMME II_BG;43,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;22,00;summer_2021
SMME II_BG;30,00;summer_2021
SMME II_BG;43,00;summer_2021
SMME II_BG;35,00;summer_2021
SMME II_BG;35,00;summer_2021
SMME II_BG;30,00;summer_2021
SMME II_BG;57,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;73,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;73,00;summer_2021
SMME II_BG;69,00;summer_2021
SMME II_BG;67,00;summer_2021
SMME II_BG;76,00;summer_2021
SMME II_BG;95,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;83,00;summer_2021
SMME II_BG;81,00;summer_2021
SMME II_BG;74,00;summer_2021
SMME II_BG;76,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;77,00;summer_2021
SMME II_BG;67,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;32,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;40,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;47,00;summer_2021
SMME II_BG;64,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;78,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;78,00;summer_2021
SMME II_BG;39,00;summer_2021
SMME II_BG;85,00;summer_2021
SMME II_BG;29,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;81,00;summer_2021
SMME II_BG;43,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;72,00;summer_2021
SMME II_BG;74,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;91,00;summer_2021
SMME II_BG;74,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;54,00;summer_2021
SMME II_BG;56,00;summer_2021
SMME II_BG;14,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;69,00;summer_2021
SMME II_BG;47,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;75,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;76,00;summer_2021
SMME II_BG;81,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;49,00;summer_2021
SMME II_BG;81,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;50,00;summer_2021
SMME II_BG;75,00;summer_2021
SMME II_BG;36,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;73,00;summer_2021
SMME II_BG;72,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;48,00;summer_2021
SMME II_BG;72,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;54,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;57,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME II_BG;47,00;summer_2021
SMME II_BG;43,00;summer_2021
SMME II_BG;32,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;82,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;57,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;64,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME II_BG;54,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME II_BG;91,00;summer_2021
SMME II_BG;78,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;56,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;50,00;summer_2021
SMME II_BG;67,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;57,00;summer_2021
SMME II_BG;78,00;summer_2021
SMME II_BG;46,00;summer_2021
SMME II_BG;50,00;summer_2021
SMME II_BG;62,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;69,00;summer_2021
SMME II_BG;72,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME II_BG;91,00;summer_2021
SMME II_BG;46,00;summer_2021
SMME II_BG;81,00;summer_2021
SMME II_BG;81,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME II_BG;64,00;summer_2021
SMME II_BG;43,00;summer_2021
SMME II_BG;50,00;summer_2021
SMME II_BG;47,00;summer_2021
SMME II_BG;67,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;92,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;71,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;64,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;75,00;summer_2021
SMME II_BG;63,00;summer_2021
SMME II_BG;68,00;summer_2021
SMME II_BG;51,00;summer_2021
SMME II_BG;67,00;summer_2021
SMME II_BG;81,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;57,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;49,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;64,00;summer_2021
SMME II_BG;53,00;summer_2021
SMME II_BG;48,00;summer_2021
SMME II_BG;61,00;summer_2021
SMME II_BG;66,00;summer_2021
SMME II_BG;39,00;summer_2021
SMME II_BG;65,00;summer_2021
SMME_DM_BG;91,00;winter_2021
SMME_DM_BG;20,00;winter_2021
SMME_DM_BG;71,00;winter_2021
SMME_DM_BG;76,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;84,00;winter_2021
SMME_DM_BG;52,00;winter_2021
SMME_DM_BG;67,00;winter_2021
SMME_DM_BG;64,00;winter_2021
SMME_DM_BG;51,00;winter_2021
SMME_DM_BG;53,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;64,00;winter_2021
SMME_DM_BG;43,00;winter_2021
SMME_DM_BG;64,00;winter_2021
SMME_DM_BG;81,00;winter_2021
SMME_DM_BG;42,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;47,00;winter_2021
SMME_DM_BG;24,00;winter_2021
SMME_DM_BG;19,00;winter_2021
SMME_DM_BG;42,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;51,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;75,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;60,00;winter_2021
SMME_DM_BG;40,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;65,00;winter_2021
SMME_DM_BG;77,00;winter_2021
SMME_DM_BG;71,00;winter_2021
SMME_DM_BG;63,00;winter_2021
SMME_DM_BG;68,00;winter_2021
SMME_DM_BG;81,00;winter_2021
SMME_DM_BG;71,00;winter_2021
SMME_DM_BG;49,00;winter_2021
SMME_DM_BG;52,00;winter_2021
SMME_DM_BG;54,00;winter_2021
SMME_DM_BG;53,00;winter_2021
SMME_DM_BG;63,00;winter_2021
SMME_DM_BG;74,00;winter_2021
SMME_DM_BG;58,00;winter_2021
SMME_DM_BG;76,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;38,00;winter_2021
SMME_DM_BG;81,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;92,00;winter_2021
SMME_DM_BG;66,00;winter_2021
SMME_DM_BG;44,00;winter_2021
SMME_DM_BG;54,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;23,00;winter_2021
SMME_DM_BG;75,00;winter_2021
SMME_DM_BG;76,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;44,00;winter_2021
SMME_DM_BG;46,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;86,00;winter_2021
SMME_DM_BG;76,00;winter_2021
SMME_DM_BG;68,00;winter_2021
SMME_DM_BG;76,00;winter_2021
SMME_DM_BG;64,00;winter_2021
SMME_DM_BG;71,00;winter_2021
SMME_DM_BG;63,00;winter_2021
SMME_DM_BG;69,00;winter_2021
SMME_DM_BG;66,00;winter_2021
SMME_DM_BG;68,00;winter_2021
SMME_DM_BG;26,00;winter_2021
SMME_DM_BG;74,00;winter_2021
SMME_DM_BG;63,00;winter_2021
SMME_DM_BG;49,00;winter_2021
SMME_DM_BG;64,00;winter_2021
SMME_DM_BG;56,00;winter_2021
SMME_DM_BG;42,00;winter_2021
SMME_DM_BG;82,00;winter_2021
SMME_DM_BG;58,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;91,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;22,00;winter_2021
SMME_DM_BG;91,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;77,00;winter_2021
SMME_DM_BG;81,00;winter_2021
SMME_DM_BG;83,00;winter_2021
SMME_DM_BG;54,00;winter_2021
SMME_DM_BG;23,00;winter_2021
SMME_DM_BG;39,00;winter_2021
SMME_DM_BG;25,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;67,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;44,00;winter_2021
SMME_DM_BG;53,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;56,00;winter_2021
SMME_DM_BG;71,00;winter_2021
SMME_DM_BG;51,00;winter_2021
SMME_DM_BG;50,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;53,00;winter_2021
SMME_DM_BG;65,00;winter_2021
SMME_DM_BG;45,00;winter_2021
SMME_DM_BG;81,00;winter_2021
SMME_DM_BG;65,00;winter_2021
SMME_DM_BG;66,00;winter_2021
SMME_DM_BG;68,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;65,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;71,00;winter_2021
SMME_DM_BG;91,00;winter_2021
SMME_DM_BG;74,00;winter_2021
SMME_DM_BG;67,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;75,00;winter_2021
SMME_DM_BG;65,00;winter_2021
SMME_DM_BG;85,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;58,00;winter_2021
SMME_DM_BG;61,00;winter_2021
SMME_DM_BG;63,00;winter_2021
SMME_DM_BG;39,00;winter_2021
SMME_DM_BG;78,00;winter_2021
SMME_DM_BG;40,00;winter_2021
SMME_DM_BG;56,00;winter_2021
SMME_DM_BG;74,00;winter_2021
SMME_DM_BG;68,00;winter_2021
SMME_DM_BG;72,00;winter_2021
SMME_DM_BG;54,00;winter_2021
SMME_DM_BG;56,00;winter_2021
SMME_DM_BG;73,00;winter_2021
SMME_DM_BG;44,00;winter_2021
